title,vote_average,vote_count,original_language
Sync,5,3,en
The Sect,3,3,es
The Army Within,5.7,3,en
Shock Attack,3,3,en
Hi-8 (Horror Independent 8),3.5,3,en
Ginger & Snapper,0,0,en
Ultra Fight Victory,0,0,ja
World Builder,6.9,17,en
Parallel Heroes,0,0,en
Eclipse: The Rise of Ink,0,0,en
He Comes From Planet K,2,1,cn
Samurai,0,0,en
Silver Dust,5.3,4,ru
Prometheus Triumphant: A Fugue in the Key of Flesh,4.8,4,en
The Last Warrior,4.7,7,it
The Immortal Wars: Rebirth,5,1,en
Decommissioned,6.5,2,en
"The Big, Bigger, and the Biggest",5.7,3,pl
The Man Without a Body,4.7,3,en
Mission Mars,3.7,3,en
Audax,0,0,en
Butterscotch: Lost But Found,2,1,en
My Husband Is an Alien,4.3,3,ru
The Sparkling World,5,3,ru
Battletoads,6.3,3,en
Josh Kirby... Time Warrior: Journey to the Magic Cavern,7.7,3,en
Prefectural Earth Defense Force,7,1,en
The Astronot,8,2,en
Phuntroo,5.5,2,mr
Feeders 2: Slay Bells,3.1,7,en
Defcon 2012,1.8,8,en
Laika,5.9,9,cs
I Am the Doorway,10,1,cs
Ghost In The Shell: The Movie Virtual Reality Diver,7.1,7,ja
Running Against Time,5.6,7,en
30 Years to Life,5,1,en
Future Shock,10,1,es
Before Dawn,0,0,en
O Black Hole!,10,2,en
The Planet,3.5,2,en
Bad Bones,7,2,en
Revolted toys from Pluto that is no longer a planet,10,1,pt
Déjà Vu,0,0,en
Anukul,10,2,hi
Terminator the Second,4.8,7,en
The Time to Die,4.9,7,fr
Old Clockman's Park,0,0,ja
Kamen Rider Zangetsu the Stage -Gaim Gaiden-,0,0,ja
Hand of Death,3.1,7,en
Decapitarium,4,1,en
Sigma,0,0,en
Moon Rock City,5,1,en
Bavi Stock II: The Revenge of Eyesma -Beyond The Throbbing Love-,0,0,ja
Sonic Soldier Borgman: Last Battle,7.5,2,ja
The Green Hornet,5.9,7,en
Dark Queen,0,0,en
Watch Room,6,1,en
Attack from another World,9,1,fr
Grey Agenda,1,1,en
The Last Human in the Milky Way,0,0,en
Timespace,5,1,en
Ruin,6.8,21,en
Metal Men,0,0,en
Godzilla the Ride: Giant Monsters Ultimate Battle,0,0,ja
Seized,0,0,en
The Fringes,7,2,en
The Power Within,0,0,en
Captive,5,1,en
The Fathers Project,0,0,en
Ultraman - The Alien Invasion,5,1,en
The Grave Robbers,5,5,es
Who's With Me?,0,0,en
Phoenix 9,7,1,en
Horror of the Humongous Hungry Hungan,2,1,en
Sonnenstube,0,0,en
The Altruist,10,1,en
L'altro Adamo,5,1,it
Synchronous,5.3,2,es
The Specter,0,0,ja
Lost on Mars,5.3,2,en
Vessel,5.9,16,en
Orbital,0,0,en
Unidentified Objects,0,0,en
The Secret of Treasure Island,3,1,en
Humanoids from Atlantis,2.5,2,en
HABITAT,0,0,en
The Stranger: Breach of the Peace,5,1,en
The End of Eternity,4,1,hu
Slow Action,5.9,9,en
Cyan Eyed,7,1,en
The Sun Vanished: Proof of Concept,0,0,en
Sandkings,6.2,9,en
Survivor,3.5,2,en
The Invisible Woman,6.8,2,fr
VIVA,0,0,en
Download: Devil's Circuit,5,2,ja
Away,0,0,en
The Peacemakers,1,1,en
The Phantom Creeps,2.5,2,en
Fresh Kill,5,7,en
Assemble Insert,10,1,en
Auton,5.5,2,en
Barber Westchester,0,0,en
Nine Legends,0,0,en
TRUST.Wohltat,6,2,de
Fissures,5,8,fr
Wetware,0,0,en
Crusher Joe: The OVAs,8,2,ja
Special Duty Combat Unit Shinesman,4.5,2,ja
Jungle Manhunt,4.5,2,en
Oasis,5,1,en
Coffee Lover,0,0,en
The Alien Autopsy,5,2,en
Kate and the Cosmonaut,0,0,en
The Cosmic Man,4.8,8,en
While Everything is Asleep,5,1,en
Impact Event,0,0,en
The 2nd Law,2.5,2,en
"Che, OVNI",5,1,es
The Caged Pillows,5,2,en
A Trip to the Moon,7.1,9,en
Wolf's Hole,7.4,9,cs
Mobile Suit Gundam G40,6,1,ja
Changing Time,0,0,en
Lifted,4.5,2,en
Dolcezza Extrema,7,2,it
Campus Special Investigator Hikaruon,6,1,ja
NEW,7.5,2,en
Color Me Perfect,5,1,en
Redaction,4.3,2,en
Escapement,4.2,5,en
Golem,6,1,es
The Death of Batman,0,0,en
Seekers of the Lost Worlds,0,0,en
The Shadow Zone,0,0,en
The Water Tower,10,2,en
Remember,2,2,en
Meteo,7,9,hu
Iron Thunder,0,0,en
Andromedia,4.7,9,ja
Orbital Christmas,0,0,en
The Lyosacks Movie,0,0,en
The Shaman,6.6,18,en
‎Summer Impressions of the Planet‎ Z,6,1,ru
Grayson,7.1,23,en
Half the World,3.9,10,de
MIA&I,0,0,en
The End,5,2,en
Kessler's Lab,3,1,en
L.I.P.S.,0,0,en
They're Made Out of Meat,6.8,9,en
Killer Sex Queens from Cyberspace,0,0,en
Junk Town,5.9,9,ja
Legend of Dinosaurs and Monster Birds,4.3,16,ja
Crazy Rabbit,7,2,zh
The Tunnel,5,2,de
Origin,5.8,5,sv
Scryed Alteration II: Quan,7,1,ja
Luminal,6,2,it
Viral Assassins,2.5,2,en
The Dark Mist,3,1,en
A Man Falling,0,0,it
Giorgio Moroder's Metropolis,8.8,2,en
The Legend of Watt Poe,5,2,ja
Phobe: The Xenophobic Experiments,2.8,2,en
Space Transformer,4.8,2,ko
Brother Future,6,2,en
Final Transit,2,1,en
Hekademia,0,0,en
Super Madman,0,0,zh
Born Digital: First Cuts,0,0,en
La vagancia,0,0,es
Deadlocked: Escape from Zone 14,8,2,en
Psychon Invaders,2,1,en
Arachnicide,6.5,6,en
Reign: The Conqueror Movie,10,1,ja
The Monster and the Ape,7.3,2,en
FREQUENCY,10,1,ml
Battlecry,0,0,ja
Prelude to Infusco,0,0,en
Takeover,0,0,en
The Chasing World 5,5,1,ja
You Are Fine,0,0,en
Karutha Rathrikal,6,1,ml
Variant,6,1,en
Lapse,2,1,zh
Project Aether,0,0,en
Slave Girls on the Moon,4,1,en
Night Surf,4.5,2,en
Ultra Q The Movie: Legend of the Stars,0,0,ja
The Black Dawn,0,0,en
Alien: Isolation,0,0,en
Demon Fighter Kocho,0,0,ja
Family of Winners,8,1,zh
KillerSaurus,4.2,5,en
REALITi,7,1,en
The New Moscow,6.4,10,ru
Monstrosity,3.5,4,en
The Ozone Layer Vanishes,4,6,zh
The Outer Limits: The New Series: Time Travel and Infinity,10,1,en
Love and 50 Megatons,6,1,de
The Heretic,4,1,en
Vampirisa's Velvet Vault Of Horror!,0,0,en
Himitsu Sentai Gorenger: The Movie,0,0,ja
"Hello, Friend",6.9,9,en
Artemis '81,0,0,en
Academy,7,1,en
Alienators,7,1,en
Aliens: Zone-X,10,1,en
Living Still Life,6.5,16,fr
Dystopia: 2013,2,1,en
Welt am Draht,8,1,fr
Lunch on the Grass,4,1,fr
Mega City Masters: 35 Years of Judge Dredd,6,3,en
As Aventuras de Fujiwara Manchester: O Filme,7,1,pt
Juukou B-Fighter: The Movie,7,1,ja
Coldwater St. Massacre,10,1,en
Phantasy Star Online 2 -ON STAGE-,0,0,ja
It's Just Awful!,7,1,ru
Armor Hero Atlas,10,1,zh
Food Chain,8,1,pt
Time Wars,0,0,en
The Astronaut of God,5,5,en
Prodigal,5,3,en
"Reiko, the Psyche Resurrected",8,1,ja
Spacebong Beach Babes,10,1,en
Maps: Legendary Space Wanderers,0,0,ja
Camp Fear,4,7,en
Coppelia,8,3,xx
Copy,0,0,hi
Snow the Snow Wite Film,0,0,en
Spore,0,0,en
The Mind Benders,6.6,14,en
The Beast,0,0,fr
Space Virgins from Planet Sex,0,0,en
Surviving the Outbreak,6,1,en
Kagaku Sentai Dynaman: The Movie,3,1,ja
Centerfolds from Hell,0,0,en
Mad Dogs,5,1,en
Death Collector,3.4,5,en
Kiko,5,1,en
Copy and Past,0,0,en
Tales of the Bizarre: 2018 Spring Special,6,1,ja
5 Shells,4.2,6,en
Rock and the Alien,5,1,en
Subterano,3,7,en
My Crimes After Mein Kampf,3,1,fr
Kamen Rider W: Final Stage,0,0,ja
Doctor Who Live: The Next Doctor,5,1,en
Federal Agent 8: Fate,2,1,en
The Breath,7,1,tr
Conlanging: The Art of Crafting Tongues,5,1,en
Where Has Time Gone?,2,1,zh
Leon Must Die,6.1,8,de
The Motherhood Archives,0,0,en
Kapture: Locust,5,3,en
Clarity,5,1,en
Monster SeaFood Wars,4.8,4,ja
I am: I am Robot,8,1,en
A Flying City Plan,0,0,xx
Little & Big Monsters,0,0,es
Alien Sex Files: Sex Wars,0,0,en
Supernatural,4.3,6,th
Zygon: When Being You Just Isn't Enough,5,1,en
Mutation,0,0,en
Illuminate,0,0,en
Free Fall,0,0,ru
First Born,7,1,en
Patient 62,8,1,en
The Brain-Stealers,0,0,zh
Brainjacked,0,0,en
Centrespread,5.3,8,en
The Sore Losers,3.7,3,en
Left Behind: Rise of the Antichrist,0,0,en
Project Skyquake,0,0,en
Patriot: Selamatkan Indonesia,0,0,en
Tengen Toppa Gurren Lagann Gekijouban Zenyasai Special: Viral's Sweet Dream,4,1,ja
Anomaly,0,0,ru
Malorie: A Bird Box Story,0,0,en
Cascade,0,0,en
Children of the Hunt,0,0,en
Twinkle Twinkle Little Star,0,0,cn
Pela Porta,0,0,pt
The Grid,4,1,en
Alien Domicile 2: Lot 24,1.5,2,en
Kamen Rider Blade: Blade vs. Blade,0,0,ja
Masquerade,8,1,en
Death Dive,3.9,9,fr
"Go, Stop, Murder",7,1,ko
Alt,6,1,es
Nails,6.1,9,ru
2055,0,0,en
Gunnm 3D Special,6,1,ja
Last Exile: Ginyoku no Fam Movie - Over the Wishes,10,1,ja
S.I.N. Theory,6,1,en
Aliens: Ride at the Speed of Fright,4,1,en
Building Bionica,0,0,en
Legacy of an Invisible Man,0,0,en
Uncario,0,0,en
Defining Fay,6,1,en
Las locuras del extraterrestre,2,1,es
The Photon Effect,1,1,en
Three Supermen at the Olympic Games,1,1,tr
Solarman,10,1,en
Lizard Boy,2,1,en
Victor_Robot,7.8,4,uk
From Beyond,2,1,en
Ohm,5,1,en
The Silver Rope,10,1,en
The Next,0,0,en
T.I.M.,2,1,nl
Space Sheriff Shaider: Pursuit! The Strange Kidnappers!,0,0,ja
Alien Force,2,1,en
Outlaw Prophet,4,1,en
6 Hours to Live,6,1,en
The Raven,5.2,7,en
The Monster,5.7,12,en
Inexistentia,0,0,it
Star Trek: Voyager - Caretaker,10,1,en
Panzer World Galient: Chapter of the Sky,6,1,ja
Panzer World Galient: Chapter of the Land,6,1,ja
Compiler Festa,6,1,ja
Space Ninja: Sword of the Space Ark,2,1,en
Stealth Hunters,2,1,en
Closet Cases of the Nerd Kind,6,1,en
Contato,0,0,pt
The Underneath,3.4,5,en
Isla Calipso,6,1,es
Strange Lambada,0,0,pt
Martian Through Georgia,6.1,8,en
Petrified Kusanagi,0,0,ja
Your Personal Genetically Modified Android Manual,0,0,fi
NOISE,0,0,en
Anna & the Asteroid,0,0,en
Alien Blood,1.3,7,en
The Last Loner,0,0,pl
The Alien Within,0,0,en
"It's All Right, My Friend",0,0,ja
Encierro,0,0,es
The Killer Robots and the Battle for the Cosmic Potato,0,0,en
The Final Exit of the Disciples of Ascensia,9.3,6,en
Fixed: The Science/Fiction of Human Enhancement,0,0,en
Cyber Bandits,4.2,5,en
Machinarium,0,0,fr
The Pantheon,0,0,en
Medusa,0,0,en
Blue Screen,0,0,fr
Eve,0,0,en
Survivor,5.2,5,en
Strange Invaders,5.5,11,en
S1NGULAR,4,1,en
The Fisherman,5.8,13,en
Black Night,5.2,6,cn
Bendito Machine Saga,0,0,xx
Blanes st and Muller,0,0,es
The Return of Tragedy,4.7,5,en
30/30 Vision: Three Decades of Strand Releasing,5,3,en
It's Great to Be Alive,0,0,en
Transit,6.5,2,fr
Interface Part I,0,0,en
Urban Planning,0,0,en
The Snow Queen,5.6,7,en
The Terrornauts,5.2,6,en
LUX,0,0,en
Despair of the Monster,0,0,ja
Frío Extraño,0,0,en
We Are Not Alone,0,0,en
Rocketman,0,0,en
Boogiepop and Others,5.2,5,ja
The 4th Dimension,5,5,en
Face Swap,0,0,en
E19 Virus,4.9,7,es
Violent Stories,5.6,5,es
Duct Wars: Forgotten Past,0,0,en
Breathing Space,0,0,en
20-22 OMEGA,0,0,fr
The Nine Billion Names of God,0,0,en
In Bloom,0,0,ja
Transformers: Rise of the Beasts 3,0,0,en
Andromeda,0,0,en
Rogue Trooper: The Quartz Massacre,0,0,en
Orthus,0,0,en
Doctor Mabuse: Etiopomar,0,0,en
Fonotune: An Electric Fairytale,0,0,en
Super Hell 3,0,0,en
Imitation,7.6,4,en
Ultra Fight Orb: I'm Borrowing the Power of Parent and Child!,0,0,ja
France société anonyme,4,7,fr
Am nächsten Morgen kehrte der Minister nicht an seinen Arbeitsplatz zurück,0,0,en
Color of My Father,0,0,pt
Explorers,0,0,en
Kung Fu Traveler 2,5.5,6,zh
Zane Plays: Proboid,0,0,en
Las hormigas asesinas,0,0,es
Alteration,0,0,fr
Real Naughty Virtual Virgins,0,0,en
Corps célestes,0,0,fr
Unexpected Encounters,7.4,7,cs
Frankenstein '80,4.2,7,en
It Came from Trafalgar,0,0,en
Esiod 2015,0,0,en
Imposter,0,0,en
Losing Face,0,0,en
The Orb,0,0,en
Bounty Dog,6.4,5,ja
Weed,0,0,en
Meltdown,0,0,en
Into the Void,0,0,en
The Rocket List,0,0,en
The Alien Conspiracy: Grey Skies,0,0,en
Solve,0,0,en
Terra Formars OAD (OVA),0,0,ja
Thong Girl Vs Xolta from Outer Space,0,0,en
Tales of the Forgotten Future,0,0,en
Captcha,0,0,en
Lone,0,0,en
12 12 12,0,0,it
Through the Lens,0,0,en
Beti and Amare,0,0,en
Siesta,0,0,es
Zyuden Sentai Kyoryuger: It's Here! Armed On Midsummer Festival!!,0,0,ja
Grace,0,0,en
Counter,0,0,en
Present Tense,0,0,en
Pajama Nightmare,0,0,en
El armario del tiempo,6.3,6,es
Double Happiness Uranium,0,0,en
Spark Riders,0,0,en
The Poles,0,0,en
Fortune Arterial: Akai Yakusoku OVA,0,0,ja
Captain Green,0,0,en
Hive Mind,0,0,en
Amanda & The Guardian,0,0,en
30th Gundam Perfect Mission,0,0,ja
Star Trek II: Retribution,0,0,en
Ultraman Mebius Side Story: Ghost Reverse - STAGE I: The Graveyard of Darkness,0,0,ja
"Angel, Alien and UFO Encounters from Another Dimension",0,0,en
Jim,0,0,en
Somnolence,0,0,en
Yo-Rhad - Un amico dallo spazio,0,0,it
Flash Gordon,0,0,en
That Girl in Wonderland,0,0,en
A Beautiful Star,6.4,8,ja
How To Live on Earth,0,0,ko
Boniato,5.6,7,en
I Married a Monster,2.5,2,en
Super Hell 2,0,0,en
Hollywood Burn,0,0,en
Super Star Fleet Sazer-X the Movie: Fight! Star Warriors,0,0,ja
East,0,0,en
Die Letzte Droge,0,0,en
Professor Vaman M.Sc,0,0,hi
Tales of the Bizarre: 2003 Fall Special,0,0,ja
One Glorious Day,0,0,en
Thespian X,0,0,en
alien kisses,0,0,en
"Good Morning, Dan",0,0,en
The Vorzyd Gambit,0,0,en
Il ronzio delle mosche,0,0,it
New Century 2003 Ultraman Legend: THE KING'S JUBILEE,0,0,ja
New Century Ultraman Legend,0,0,ja
Centurion Force,0,0,de
Clash of the Titans,0,0,de
"Tor, King of Beasts",0,0,en
Gadget Trips/Mindscapes,0,0,en
Every-Man,0,0,en
3 Foot Ball and Souls,6,4,ja
The Time Machine,0,0,en
Swiss Made,0,0,fr
The Eleventh Hour,0,0,en
Arche czyste zło,0,0,pl
Dragon Blue,0,0,ja
Lemon Grove Kids Meet the Monsters,0,0,en
The Cabinet of Dr. Ramirez,4.8,4,xx
Close Encounters: Proof of Alien Contact,0,0,en
Brain Robbers from Outer Space,0,0,en
The Limbo Jar,0,0,en
Nostalgia Now™,0,0,en
The Lottery,0,0,es
Doctor Who: The Seeds of Doom,0,0,en
Gekijouban Overlord : Sei Oukoku-hen,0,0,ja
Kids vs. Aliens,0,0,en
Tap-Out,0,0,en
Starwars: Goretech,0,0,es
Arena Wars,0,0,en
The Oracle,0,0,no
Godzilla Apex,0,0,en
Star Trek: Voyager - Endgame,10,1,en
We Are Not Alone,0,0,en
Distraction,0,0,en
По Таганке ходят танки,0,0,ru
Miss Chalbaaz,0,0,hi
Man From Atlantis,0,0,en
Space Ironman Kyodain: The Movie,0,0,ja
Daitetsujin 17,0,0,ja
The Abandon,7,1,en
Groovity,0,0,fr
Satellites,0,0,en
Arini by Love.inc,7,1,en
The Bugs and the Slugs,0,0,en
The Last Game,0,0,es
Drone,0,0,en
Earth Rescue Day,0,0,zh
The Hard Problem of Carl,0,0,en
The Contact Enigma,0,0,en
Oxygen,8,1,en
Angst,0,0,en
The Mailbox,6,1,en
Disembodies,6,1,en
Satisfaction Guaranteed,5,1,en
Love Me,0,0,en
Magic Circle,0,0,zh
Waves (Come and Go),5.5,2,en
Space Frankie,0,0,es
Time Zone,0,0,en
Mission Park,0,0,en
Inside: Video Games Are Art,0,0,en
Untitled Animated Ultraman Film,0,0,en
Lucid,5.5,1,en
Daffodil,0,0,en
Mar Infinito,0,0,pt
"Trans Neptune, or, The Fall of Pandora, Drag Queen Cosmonaut",0,0,en
Night for Day,0,0,en
Mistaken,4,1,en
Trapped at the Castle,0,0,en
Untitled Netflix Superhero Project,0,0,en
Wayback,0,0,en
Christmas Anti-fable,0,0,el
Road Rage,5.5,2,en
Cosmic Girl,4,1,it
Untitled Kevin Feige Star Wars Film,0,0,en
The Harvester Generation,0,0,en
Killerhertz,0,0,en
Visionaries: Knights of the Magical Light - Feryl Steps Out,8,1,en
The Revenge of Plant,0,0,zh
The Piece of Tail in the Mouth of the Snake that Bites Its Own Tail,0,0,en
Youth,0,0,en
The Synthetic Man,0,0,zh
Starcrypt,0,0,en
Mind Fall,0,0,en
The Dream Factory,0,0,el
Save the Green Planet!,0,0,en
Constellation Quest,0,0,en
Rest In Peace,0,0,en
The 716th,0,0,en
Gattai Robot Atranger,0,0,ja
Galaxy Express 999: Can You Live Like a Warrior!!,8,1,ja
"Dirty Machines - ""The End of History""",6,3,en
Thurthu Nirgamana,0,0,kn
Neurotica,0,0,en
Multiplex,0,0,en
Infinity Pool,0,0,en
Blue Comet SPT Layzner: Act-III Seal 2000,0,0,ja
Quantum Shock: Black Drop,0,0,en
Protocole Sandwich,6.7,5,fr
Cencoroll 3,0,0,ja
Three Mirrors Creature's Flashes of Flesh,0,0,en
"Twitz from Pluto: Graff, Jackass and TV Casualty",0,0,en
Brilliance,0,0,en
In another life,8,1,hu
Free Inside,0,0,en
The Wild Weird World of Dr. Goldfoot,0,0,en
The Kid: An Animated Adventure,0,0,en
Karl,0,0,fr
МЭР,0,0,ru
The Last Survivor,8.5,2,en
L'entretien,8,1,fr
Something for Nothing,1,1,ru
Kamen Rider W DVD: Gaia Memory Library,0,0,ja
Kamen Rider W: Donburi's Alpha/Farewell Beloved Recipe,6,1,ja
Teratomorph,7,2,en
Deep Sea Conspiracy,0,0,es
"20,000 Leagues Under the Sea: Captain Nemo",0,0,en
Online,0,0,pt
Best Friend,7.5,18,en
Jar,0,0,en
The Resurgence,0,0,en
The Moment,0,0,en
Monster Invaders from Space,4,4,es
Megan,7.3,3,en
Bermuda,0,0,en
Atom Man vs. Martian Invaders,5,2,en
CTRL Z,7.4,5,en
Is This Heaven,0,0,en
Wasteland Justice,2,1,en
Star Trek III: Redemption,10,1,en
The Astronauts' Bodies,0,0,de
Sapiens,0,0,it
Xenobites,6,1,en
Rae,5,2,en
Brian and Charles,6.7,3,en
Ariel Deluxe,0,0,ja
Skate God,0,0,en
Getter Robo,0,0,ja
MutantLand,5.5,10,en
Contract,9,3,ru
The Greater Evil,0,0,en
Tokusou Robo Janperson the Movie: Mother is Eternal! The Electric Brain’s Love and Passion on the Operating Table,0,0,ja
Himitsu Sentai Gorenger: The Blue Fortress,0,0,ja
Sovereign,0,0,en
Bikini Girls v Dinosaurs,6,4,en
My Life as a Teenage Robot: Escape from Cluster Prime,6.7,3,en
Masters of Geona,7,1,ru
Drone,5,3,en
Alice and the Last Lottery,10,1,en
The Line,6,2,en
Punch the Clock,4.5,5,pt
Beyond,8,3,en
Ødeland,8.7,3,da
Hand Maid Mai,5,1,ja
Hyper Psychic Geo Garaga,7,1,en
Galaxy Investigation 2100: Border Planet,8,1,ja
The Green Cat,6.5,2,ja
Alienography,0,0,en
Golem,0,0,de
Knockers,0,0,en
Rocambole contra las mujeres arpías,5,5,es
Undersea Fleet Submarine 707F,1,1,ja
The Battling Angel,7,1,ja
Left to Die,0,0,en
The Necronomicon,6.7,3,en
Motel Mist,5,4,th
The Legacy,0,0,en
Cockpit: The Rule of Engagement,0,0,en
The Gold Bug,0,0,es
Reality+,6.9,8,fr
Future Relic 03,10,1,en
Mars Men,5,2,zh
Girls in the Psychic Club,6,2,ja
Skelter+Heaven,1.4,7,ja
NYC2123,0,0,en
Love and Science,6,2,fr
The Secret of Wilhelm Storitz,6.3,3,fr
Windows of Time,0,0,hu
Der letzte Kosmonaut,0,0,de
Blue Solace,0,0,en
The Wisdom Tree,0,0,en
Fragment,0,0,en
Selbstversuch,4,3,de
The monster machine and the girl of my dreams,5.2,3,es
The Skid Kid,0,0,en
Skyborn,7.2,5,en
Mark of the Scorpion,4,1,it
R246 Story,0,0,ja
Manifold,0,0,en
Sol Bianca 2,0,0,ja
Saurians,9,1,en
Operation Dead End,0,0,de
Alice et les Abysses,0,0,fr
Running the Gammatar,6.4,4,en
Deep Contact,1,1,ja
The Invisible Terror,5,1,de
Drifting School,0,0,en
Time Travel Lover,5.5,4,en
Reign of the Fallen,5,2,en
The Extraterrestrial Women,4.7,3,ru
Danger Dolls,5.5,3,ja
The Dinosaur Chronicles,0,0,en
Runaway Day,5.5,4,el
Agente Logan - missione Ypotron,0,0,it
Search for the Gods,6,2,en
The Random Factor,7.3,2,en
Mighty Man,0,0,en
Mars: Making the New Earth,7,1,en
The Attack of the Robots from Nebula-5,6.3,8,es
Low-Flying Aircraft,5.5,4,pt
Termites from Mars,6.4,5,en
Moonlighting,0,0,en
The Plant,4.5,2,en
Santo vs. Doctor Death,5.1,9,es
The Death Lullaby,5.8,5,ja
Science Fiction,6.2,3,en
La poupée: Le curé et les mannequins,5.3,3,fr
Attack of the Giant Brainsucker Monster From Outer Space,5.7,3,fr
A Friend from Inner Space,6,1,zh
Four Stiffs and a Trombone,7.3,3,fr
Island of Rusty General,6.2,7,ru
Nayuta,0,0,ja
Superdimensional Romanesque Samy: Missing 99,8.5,2,ja
Raiders of Galaxy,0,0,ko
An American Hippie in Israel,4.7,13,en
The Computer Revolution: The Birth of the Most Powerful and Fastest Brains,3.3,4,ja
Dead by Midnight,0,0,ru
Lazer Ghosts 2: Return to Laser Cove,8.2,3,en
Dr. Sex,3.3,7,en
Negadon: The Monster from Mars,6.5,2,ja
Kekko Kamen: The MGF Strikes Back,4.3,3,ja
TekWar: TekLords,5,3,en
Urban Warriors,2.4,4,it
Peraustrinia 2004,0,0,en
Empire of Ash III,2.4,5,en
Codehunters,8,2,en
Midnight Movie Massacre,4.3,7,en
"Good Night, Spain",4.8,4,es
Castle of the Monsters,6,7,es
The Urge to Kill,5,2,en
Weasels Rip My Flesh,4,2,en
Kunskapens pris - balladen om den vilsne vandraren,6.8,6,sv
Mikadroid: Robokill Beneath Disco Club Layla,4.9,4,ja
Sideral Cruises,8,3,fr
The Duplicate,0,0,en
Munto,5.4,4,ja
Space Fantasia 2001 Nights,7.5,2,ja
Captain Eager and the Mark of Voth,2,1,en
In Chambers,4.8,6,no
Brotherhood of Legio,3.5,6,zh
Salesman Pete and the Amazing Stone from Outer Space!,5,2,en
The Gamma People,5.5,11,en
Vorvik,5,2,es
Lucía 1.0,0,0,es
Annular Eclipse,0,0,zh
Escape of Mr. McKinley,4.2,5,ru
Appuchi Gramam,1.5,1,ta
Alien Rulers: The Third Phase,0,0,en
Suicide Mission,5.3,6,es
Tokio of the Moon's Shadow,5,1,ja
Hamelin,0,0,es
Moonland,6,6,en
Happy Birthday,0,0,ko
The Labyrinth,4,2,zh
Asteria,6.7,16,fr
Platillos volantes,5.2,6,es
Minutia,0,0,en
Another Dimension,0,0,en
The Wandering Earth 2,0,0,zh
Hospital Dumpster Divers,0,0,nb
Eat or Be Eaten,0,0,en
The Desert,0,0,en
Tokusou Sentai Dekaranger: Super Finisher Match! Deka Red vs. Deka Break,8,1,ja
Overturn: Awakening of the Warrior,0,0,en
Nothing good comes after your 30's,0,0,pt
Juna,10,1,de
Wish Upon a Star: Fantastic Cat,0,0,ja
Lost Woods,3.8,5,en
Augmented,0,0,en
The Day Before,3,1,ru
This Is Andromeda,5,1,en
Clones,6,1,en
Genocide,4.9,13,ja
Doctor Franken,0,0,en
Possibility of an Island,4.6,6,fr
One Minute Past Midnight,6,1,en
Visit,4,1,en
The Invisibles,5.5,4,ru
Dark Surface,5,1,en
Backgammon,8,1,en
Toxic Lullaby,5,1,de
After Death,4.1,4,en
Up To Mars,7,1,en
Gumby: The Movie,5,12,en
El enigma del chico croqueta,1,1,es
Piercing Brightness,3.4,4,en
The Death Ray,5.7,6,ru
The Gate to the Mind's Eye,5.3,3,en
Naalai Manithan,10,1,ta
My Dear Marie,7,1,ja
The Incredible Professor Zovek,5.3,9,es
Mighty Space Miners,8.5,1,ja
A Man Called Nereus,5.1,5,en
Twilight of the Dogs,2,1,en
Hammerboy,6,4,ko
Intolerance,5.7,15,en
Lucid,0,0,en
Boîte noire,3.8,4,fr
Everything ALL AT ONCE,0,0,en
Terra Warrior Ψ BOY,0,0,ja
The Labyrinth,9.3,4,en
Set the Thames on Fire,6.7,6,en
Pedis possessio,0,0,en
Homeworld,3.3,4,en
Crazy Weapon 5: Back for the First Time,0,0,en
Bygone,0,0,en
Saturn's Window,0,0,en
Black Oxen,5.5,5,en
Goldrush: A Real Life Alaskan Adventure,5.4,5,en
Vortex,0,0,es
Out of the Darkness,0,0,th
Die Ausreißer,0,0,en
HH,6.4,6,en
The Thousand Wonders of the Universe,5.3,6,fr
The Tram,0,0,ru
Godzilla vs. Charles Barkley,5.8,4,en
The Signal,6.5,4,en
Cosmodrama,4.9,6,en
MAID-DROID,4.5,13,ja
The Cold Dark,0,0,en
Tremor Iê,0,0,pt
Dolmen X,0,0,ja
The Waiting Room,0,0,en
The Electric Grandmother,6.3,5,en
Bubblegum Ferocity,0,0,es
The Very Near Future,0,0,en
Brain Twisters,4.6,5,en
Operator: Episode 2,0,0,en
Multiverse: The 13th Step,0,0,id
Mushiking: The Road to the Greatest Champion,0,0,ja
SKINHEARTS,0,0,nl
ARLO: THE ASSASSIN,0,0,en
The Bulb,0,0,en
Sweetheart,0,0,en
So Far,0,0,fr
Abducted by the Daleks,2.7,6,en
Visions,0,0,en
Los Superbonaerenses,0,0,es
Day of the Kaiju,0,0,ja
Ghost Forest,0,0,en
Caçadores de Espécies e o Símbolo Secreto,0,0,pt
One Point Twenty One,0,0,hr
El baúl macabro,5.2,6,es
Neutron vs. Dr. Caronte,4.8,6,es
Camp Slaughter,2.2,6,en
That Little Monster,3.1,7,en
Coffee Run,0,0,en
Blade of the 47 Ronin,0,0,en
Visceral Matter,0,0,en
How to Get from Here to There,3.8,4,en
The Body Watchers,0,0,en
Bernice Summerfield: Dead and Buried,0,0,en
Ducked and Covered: A Survival Guide to the Post Apocalypse,0,0,en
Quarantine,3.5,4,en
Anachronox: The Movie,0,0,en
Space Hunter Miki,0,0,ja
Recoil,0,0,en
U.F.Oh Yeah,6,12,en
Angel in Love,6.4,5,en
Polaris,5,1,xx
Morning,0,0,en
Civil War,0,0,en
Beauty,0,0,en
Alien Mission,0,0,ru
